stpkg,ltpkg
6.625296624,13.25059325
6.625296624,13.25059325
6.625296624,13.25059325
6.625296624,13.25059325
6.625296624,13.25059325
6.625296624,13.25059325
6.625296624,13.25059325
6.625296624,13.25059325
6.625296624,13.25059325
6.625296624,13.25059325
5.625296624,13.25059325
6.625296624,13.25059325
6.625296624,13.25059325
6.625296624,13.25059325
6.625296624,13.25059325
6.625296624,13.25059325
6.625296624,13.25059325
6.625296624,13.25059325
6.625296624,13.25059325
6.625296624,13.25059325
6.625296624,13.25059325
6.625296624,13.25059325
6.625296624,13.25059325
6.625296624,13.25059325
6.625296624,13.25059325
